,index,Country or Area,Year,Commodity,Trade (USD),Weight (kg),Quantity
301,5275,Argentina,2005,"Bovine meat salted, dried or smoked",85685.0,21546.0,21546.0
302,5279,Argentina,2004,"Bovine cuts bone in, fresh or chilled",9452.0,3298.0,3298.0
303,5281,Argentina,2004,"Bovine cuts boneless, fresh or chilled",401893056.0,82332368.0,82332368.0
304,5283,Argentina,2004,"Bovine cuts bone in, frozen",12329323.0,9101305.0,9101305.0
305,5285,Argentina,2004,"Bovine cuts boneless, frozen",409404963.0,235613540.0,235613540.0
306,5301,Argentina,2004,"Bovine edible offal, fresh or chilled",70114.0,266238.0,266238.0
307,5302,Argentina,2004,"Bovine tongues, frozen",3775721.0,3476938.0,3476938.0
308,5304,Argentina,2004,"Bovine livers, frozen",14541254.0,21716503.0,21716503.0
309,5306,Argentina,2004,"Bovine edible offal, frozen except livers and tongues",25349916.0,31019688.0,31019688.0
310,5326,Argentina,2004,"Bovine meat salted, dried or smoked",2359288.0,1146066.0,1146066.0
311,5330,Argentina,2003,"Bovine cuts bone in, fresh or chilled",3339.0,779.0,779.0
312,5332,Argentina,2003,"Bovine cuts boneless, fresh or chilled",291059601.0,67046054.0,67046054.0
313,5334,Argentina,2003,"Bovine cuts bone in, frozen",6073575.0,5573993.0,5573993.0
314,5336,Argentina,2003,"Bovine cuts boneless, frozen",164407686.0,110886146.0,110886146.0
315,5349,Argentina,2003,"Bovine edible offal, fresh or chilled",39088.0,119096.0,119096.0
316,5351,Argentina,2003,"Bovine tongues, frozen",2020913.0,2102695.0,2102695.0
317,5352,Argentina,2003,"Bovine livers, frozen",6609889.0,10661324.0,10661324.0
318,5354,Argentina,2003,"Bovine edible offal, frozen except livers and tongues",17713502.0,21835161.0,21835161.0
319,5376,Argentina,2003,"Bovine meat salted, dried or smoked",1626039.0,943516.0,943516.0
320,5380,Argentina,2002,"Bovine cuts bone in, fresh or chilled",14774.0,7370.0,7370.0
321,5382,Argentina,2002,"Bovine cuts boneless, fresh or chilled",220938964.0,60258979.0,60258979.0
322,5384,Argentina,2002,"Bovine cuts bone in, frozen",1043292.0,984804.0,984804.0
323,5386,Argentina,2002,"Bovine cuts boneless, frozen",124277205.0,98780247.0,98780247.0
324,5397,Argentina,2002,"Bovine edible offal, fresh or chilled",2360.0,1315.0,1315.0
325,5398,Argentina,2002,"Bovine tongues, frozen",748371.0,1507944.0,1507944.0
326,5399,Argentina,2002,"Bovine livers, frozen",3857951.0,8791533.0,8791533.0
327,5401,Argentina,2002,"Bovine edible offal, frozen except livers and tongues",8308964.0,17293524.0,17293524.0
328,5421,Argentina,2002,"Bovine meat salted, dried or smoked",1147915.0,689939.0,689939.0
329,5424,Argentina,2001,"Bovine carcasses and half carcasses, fresh or chilled",246817.0,204224.0,204224.0
330,5426,Argentina,2001,"Bovine cuts bone in, fresh or chilled",88425.0,74179.0,74179.0
331,5428,Argentina,2001,"Bovine cuts boneless, fresh or chilled",55873450.0,14885418.0,14885418.0
332,5430,Argentina,2001,"Bovine cuts bone in, frozen",193095.0,124822.0,124822.0
333,5432,Argentina,2001,"Bovine cuts boneless, frozen",57327958.0,27533412.0,27533412.0
334,5455,Argentina,2001,"Bovine tongues, frozen",1376054.0,1031978.0,1031978.0
335,5457,Argentina,2001,"Bovine livers, frozen",3929780.0,7710560.0,7710560.0
336,5459,Argentina,2001,"Bovine edible offal, frozen except livers and tongues",10887060.0,13104823.0,13104823.0
337,5493,Argentina,2000,"Bovine carcasses and half carcasses, fresh or chilled",1785528.0,1543778.0,1543778.0
338,5495,Argentina,2000,"Bovine cuts bone in, fresh or chilled",382954.0,332158.0,332158.0
339,5497,Argentina,2000,"Bovine cuts boneless, fresh or chilled",320492052.0,70249788.0,70249788.0
340,5499,Argentina,2000,"Bovine cuts bone in, frozen",2354530.0,1829866.0,1829866.0
341,5501,Argentina,2000,"Bovine cuts boneless, frozen",173089526.0,86069834.0,86069834.0
342,5524,Argentina,2000,"Bovine tongues, frozen",11103368.0,3135231.0,3135231.0
343,5526,Argentina,2000,"Bovine livers, frozen",9091051.0,14049035.0,14049035.0
344,5528,Argentina,2000,"Bovine edible offal, frozen except livers and tongues",18883813.0,19361249.0,19361249.0
345,5559,Argentina,1999,"Bovine carcasses and half carcasses, fresh or chilled",3382109.0,2601332.0,2601332.0
346,5561,Argentina,1999,"Bovine cuts bone in, fresh or chilled",1674458.0,1327569.0,1327569.0
347,5563,Argentina,1999,"Bovine cuts boneless, fresh or chilled",351760043.0,74313632.0,74313632.0
348,5564,Argentina,1999,"Bovine carcasses and half carcasses, frozen",93793.0,80101.0,80101.0
349,5566,Argentina,1999,"Bovine cuts bone in, frozen",1357872.0,1214650.0,1214650.0
350,5568,Argentina,1999,"Bovine cuts boneless, frozen",172632474.0,82638577.0,82638577.0
351,5586,Argentina,1999,"Bovine edible offal, fresh or chilled",33054.0,22562.0,22562.0
352,5588,Argentina,1999,"Bovine tongues, frozen",9706362.0,3421967.0,3421967.0
353,5589,Argentina,1999,"Bovine livers, frozen",6762788.0,14007680.0,14007680.0
354,5591,Argentina,1999,"Bovine edible offal, frozen except livers and tongues",15291959.0,18343568.0,18343568.0
355,5622,Argentina,1999,"Bovine meat salted, dried or smoked",549.0,160.0,160.0
356,5625,Argentina,1998,"Bovine carcasses and half carcasses, fresh or chilled",4490145.0,2917257.0,2917257.0
357,5627,Argentina,1998,"Bovine cuts bone in, fresh or chilled",3173621.0,2234314.0,2234314.0
358,5629,Argentina,1998,"Bovine cuts boneless, fresh or chilled",333841472.0,61641960.0,61641960.0
359,5630,Argentina,1998,"Bovine carcasses and half carcasses, frozen",114218.0,77082.0,77082.0
360,5632,Argentina,1998,"Bovine cuts bone in, frozen",1941704.0,1627815.0,1627815.0
361,5634,Argentina,1998,"Bovine cuts boneless, frozen",137364448.0,49388584.0,49388584.0
362,5653,Argentina,1998,"Bovine edible offal, fresh or chilled",126471.0,65311.0,65311.0
363,5654,Argentina,1998,"Bovine tongues, frozen",5058834.0,2472171.0,2472171.0
364,5656,Argentina,1998,"Bovine livers, frozen",7618744.0,8897367.0,8897367.0
365,5658,Argentina,1998,"Bovine edible offal, frozen except livers and tongues",12601416.0,12546139.0,12546139.0
366,5689,Argentina,1998,"Bovine meat salted, dried or smoked",32.0,6.0,6.0
367,5693,Argentina,1997,"Bovine carcasses and half carcasses, fresh or chilled",7956372.0,7342249.0,7342249.0
368,5695,Argentina,1997,"Bovine cuts bone in, fresh or chilled",17977878.0,15685104.0,15685104.0
369,5697,Argentina,1997,"Bovine cuts boneless, fresh or chilled",363623264.0,76826024.0,76826024.0
370,5698,Argentina,1997,"Bovine carcasses and half carcasses, frozen",3429.0,3125.0,3125.0
371,5700,Argentina,1997,"Bovine cuts bone in, frozen",2170297.0,2044016.0,2044016.0
372,5702,Argentina,1997,"Bovine cuts boneless, frozen",229441248.0,98013504.0,98013504.0
373,5725,Argentina,1997,"Bovine edible offal, fresh or chilled",99380.0,59455.0,59455.0
374,5727,Argentina,1997,"Bovine tongues, frozen",5487519.0,3775169.0,3775169.0
375,5728,Argentina,1997,"Bovine livers, frozen",11308184.0,26348860.0,26348860.0
376,5730,Argentina,1997,"Bovine edible offal, frozen except livers and tongues",15116282.0,14966140.0,14966140.0
377,5757,Argentina,1997,"Bovine meat salted, dried or smoked",40044.0,12095.0,12095.0
378,5761,Argentina,1996,"Bovine carcasses and half carcasses, fresh or chilled",14420893.0,13625636.0,13625636.0
379,5763,Argentina,1996,"Bovine cuts bone in, fresh or chilled",25523660.0,24371048.0,24371048.0
380,5765,Argentina,1996,"Bovine cuts boneless, fresh or chilled",343185248.0,70669056.0,70669056.0
381,5766,Argentina,1996,"Bovine carcasses and half carcasses, frozen",7804.0,21121.0,21121.0
382,5768,Argentina,1996,"Bovine cuts bone in, frozen",3533265.0,4637603.0,4637603.0
383,5770,Argentina,1996,"Bovine cuts boneless, frozen",240350960.0,103623664.0,103623664.0
384,5790,Argentina,1996,"Bovine edible offal, fresh or chilled",13975.0,9749.0,9749.0
385,5792,Argentina,1996,"Bovine tongues, frozen",12395060.0,3942066.0,3942066.0
386,5794,Argentina,1996,"Bovine livers, frozen",10679968.0,14052327.0,14052327.0
387,5796,Argentina,1996,"Bovine edible offal, frozen except livers and tongues",17263910.0,16509335.0,16509335.0
388,5821,Argentina,1996,"Bovine meat salted, dried or smoked",109.0,20.0,20.0
389,5824,Argentina,1995,"Bovine carcasses and half carcasses, fresh or chilled",11096045.0,9763479.0,9763479.0
390,5826,Argentina,1995,"Bovine cuts bone in, fresh or chilled",23695336.0,23966056.0,23966056.0
391,5828,Argentina,1995,"Bovine cuts boneless, fresh or chilled",357680992.0,61123396.0,61123396.0
392,5829,Argentina,1995,"Bovine carcasses and half carcasses, frozen",39336.0,34031.0,34031.0
393,5831,Argentina,1995,"Bovine cuts bone in, frozen",6988956.0,8947902.0,8947902.0
394,5833,Argentina,1995,"Bovine cuts boneless, frozen",295659936.0,113749472.0,113749472.0
395,5851,Argentina,1995,"Bovine edible offal, fresh or chilled",231536.0,57471.0,57471.0
396,5852,Argentina,1995,"Bovine tongues, frozen",17043576.0,5505362.0,5505362.0
397,5853,Argentina,1995,"Bovine livers, frozen",12160764.0,15710216.0,15710216.0
398,5855,Argentina,1995,"Bovine edible offal, frozen except livers and tongues",18506686.0,17468920.0,17468920.0
399,5885,Argentina,1994,"Bovine carcasses and half carcasses, fresh or chilled",7015701.0,5924500.0,5924500.0
400,5887,Argentina,1994,"Bovine cuts bone in, fresh or chilled",11814730.0,11931706.0,11931706.0
401,5889,Argentina,1994,"Bovine cuts boneless, fresh or chilled",322799328.0,54357896.0,54357896.0
402,5890,Argentina,1994,"Bovine carcasses and half carcasses, frozen",224431.0,339933.0,339933.0
403,5892,Argentina,1994,"Bovine cuts bone in, frozen",4925925.0,5625635.0,5625635.0
404,5894,Argentina,1994,"Bovine cuts boneless, frozen",147600816.0,62243028.0,62243028.0
405,5913,Argentina,1994,"Bovine tongues, frozen",11073009.0,4030214.0,4030214.0
406,5914,Argentina,1994,"Bovine livers, frozen",11396223.0,14028367.0,14028367.0
407,5916,Argentina,1994,"Bovine edible offal, frozen except livers and tongues",15953656.0,15803826.0,15803826.0
408,5947,Argentina,1993,"Bovine carcasses and half carcasses, fresh or chilled",1571977.0,1016562.0,1016562.0
409,5949,Argentina,1993,"Bovine cuts bone in, fresh or chilled",1247892.0,1345459.0,1345459.0
410,5951,Argentina,1993,"Bovine cuts boneless, fresh or chilled",249044080.0,36266408.0,36266408.0
411,5953,Argentina,1993,"Bovine cuts bone in, frozen",706678.0,396819.0,396819.0
412,5955,Argentina,1993,"Bovine cuts boneless, frozen",78859264.0,28764160.0,28764160.0
413,5978,Argentina,1993,"Bovine tongues, frozen",12307247.0,3508014.0,3508014.0
414,5979,Argentina,1993,"Bovine livers, frozen",7262725.0,9989248.0,9989248.0
415,5981,Argentina,1993,"Bovine edible offal, frozen except livers and tongues",13998268.0,12058753.0,12058753.0
416,6052,Armenia,2018,"Bovine carcasses and half carcasses, fresh or chilled",2135.0,305.0,305.0
417,6054,Armenia,2018,"Bovine cuts bone in, fresh or chilled",286.83,315.0,315.0
418,6137,Armenia,2016,"Bovine cuts boneless, fresh or chilled",466.0,95.0,95.0
419,6283,Armenia,2013,"Bovine meat salted, dried or smoked",2079.0,180.0,180.0
420,6316,Armenia,2012,"Bovine meat salted, dried or smoked",19037.0,1863.0,1863.0
421,6347,Armenia,2011,"Bovine meat salted, dried or smoked",20050.0,1943.0,1943.0
422,6352,Armenia,2010,"Bovine cuts boneless, frozen",42293.0,28196.0,28196.0
423,6353,Armenia,2010,"Bovine cuts boneless, frozen",42293.0,28196.0,28196.0
424,6375,Armenia,2010,"Bovine meat salted, dried or smoked",12909.0,1140.0,1140.0
425,6382,Armenia,2009,"Bovine cuts boneless, frozen",333068.0,164693.0,164693.0
426,6383,Armenia,2009,"Bovine cuts boneless, frozen",333068.0,164693.0,164693.0
427,6410,Armenia,2009,"Bovine meat salted, dried or smoked",798.0,101.0,101.0
428,6414,Armenia,2008,"Bovine cuts boneless, frozen",755612.0,396648.0,396648.0
429,6415,Armenia,2008,"Bovine cuts boneless, frozen",755612.0,396648.0,396648.0
430,6439,Armenia,2008,"Bovine meat salted, dried or smoked",756.0,93.0,93.0
431,6441,Armenia,2007,"Bovine cuts boneless, frozen",1213780.0,854390.0,854390.0
432,6442,Armenia,2007,"Bovine cuts boneless, frozen",1213780.0,854390.0,854390.0
433,6462,Armenia,2007,"Bovine meat salted, dried or smoked",41445.0,15296.0,15296.0
434,6464,Armenia,2006,"Bovine cuts boneless, fresh or chilled",56.0,10.0,10.0
435,6466,Armenia,2006,"Bovine cuts boneless, frozen",935926.0,843463.0,843463.0
436,6467,Armenia,2006,"Bovine cuts boneless, frozen",935926.0,843463.0,843463.0
437,6487,Armenia,2006,"Bovine meat salted, dried or smoked",13299.0,4384.0,4384.0
438,6489,Armenia,2005,"Bovine cuts bone in, frozen",19794.0,26011.0,26011.0
439,6490,Armenia,2005,"Bovine cuts bone in, frozen",19794.0,26011.0,26011.0
440,6492,Armenia,2005,"Bovine cuts boneless, frozen",330706.0,347073.0,347073.0
441,6493,Armenia,2005,"Bovine cuts boneless, frozen",193791.0,227424.0,227424.0
442,6520,Armenia,2005,"Bovine meat salted, dried or smoked",3961.0,756.0,756.0
443,6523,Armenia,2004,"Bovine cuts boneless, frozen",443930.0,370085.0,370085.0
444,6524,Armenia,2004,"Bovine cuts boneless, frozen",393334.0,343663.0,343663.0
445,6548,Armenia,2004,"Bovine meat salted, dried or smoked",16669.0,6999.0,6999.0
446,6551,Armenia,2003,"Bovine cuts boneless, fresh or chilled",80.0,80.0,80.0
447,6553,Armenia,2003,"Bovine cuts boneless, frozen",426947.0,593486.0,593486.0
448,6554,Armenia,2003,"Bovine cuts boneless, frozen",426947.0,593486.0,593486.0
449,6573,Armenia,2003,"Bovine meat salted, dried or smoked",32638.0,11742.0,11742.0
450,6595,Armenia,2002,"Bovine meat salted, dried or smoked",20262.0,2799.0,2799.0
451,6613,Armenia,2001,"Bovine meat salted, dried or smoked",2934.0,1063.0,1063.0
452,6623,Armenia,2000,"Bovine edible offal, frozen except livers and tongues",11280.0,13530.0,13530.0
453,6624,Armenia,2000,"Bovine edible offal, frozen except livers and tongues",11280.0,13530.0,13530.0
454,6635,Armenia,2000,"Bovine meat salted, dried or smoked",800.0,160.0,160.0
455,6656,Armenia,1999,"Bovine meat salted, dried or smoked",243.0,24.0,24.0
456,6663,Armenia,1997,"Bovine cuts boneless, frozen",101572.0,103000.0,103000.0
457,6684,Aruba,2018,"Bovine cuts bone in, fresh or chilled",13.966475,13.0,13.0
458,6688,Aruba,2018,"Bovine cuts bone in, frozen",2442.457148,185.0,185.0
459,6782,Aruba,2016,"Bovine cuts bone in, fresh or chilled",5.58,10.0,10.0
460,6786,Aruba,2016,"Bovine cuts bone in, frozen",17772.6,608.0,608.0
461,6788,Aruba,2016,"Bovine cuts boneless, frozen",563.12,59.0,59.0
462,6812,Aruba,2016,"Bovine edible offal, frozen except livers and tongues",803.91,250.0,250.0
463,6846,Aruba,2015,"Bovine cuts boneless, frozen",6280.0,225.0,225.0
464,6868,Aruba,2015,"Bovine edible offal, frozen except livers and tongues",14.0,8.0,8.0
465,6897,Aruba,2014,"Bovine cuts bone in, frozen",20420.0,6403.0,6403.0
466,6899,Aruba,2014,"Bovine cuts boneless, frozen",23579.0,5070.0,5070.0
467,6920,Aruba,2014,"Bovine edible offal, frozen except livers and tongues",4533.0,200.0,200.0
468,6948,Aruba,2014,"Bovine meat salted, dried or smoked",3352.0,600.0,600.0
469,6956,Aruba,2013,"Bovine cuts bone in, frozen",7175.0,806.0,806.0
470,6958,Aruba,2013,"Bovine cuts boneless, frozen",3132.0,204.0,204.0
471,7008,Aruba,2012,"Bovine cuts bone in, frozen",131692.0,36395.0,36395.0
472,7010,Aruba,2012,"Bovine cuts boneless, frozen",1025.0,97.0,97.0
473,7061,Aruba,2011,"Bovine cuts bone in, frozen",182389.0,16823.0,16823.0
474,7063,Aruba,2011,"Bovine cuts boneless, frozen",888.0,90.0,90.0
475,7085,Aruba,2011,"Bovine edible offal, frozen except livers and tongues",4778.0,787.0,787.0
476,7117,Aruba,2010,"Bovine cuts boneless, fresh or chilled",1080.0,112.0,112.0
477,7119,Aruba,2010,"Bovine carcasses and half carcasses, frozen",47107.0,481.0,481.0
478,7121,Aruba,2010,"Bovine cuts bone in, frozen",11727.0,1094.0,1094.0
479,7123,Aruba,2010,"Bovine cuts boneless, frozen",8706.0,913.0,913.0
480,7145,Aruba,2010,"Bovine edible offal, frozen except livers and tongues",2442.0,185.0,185.0
481,7178,Aruba,2009,"Bovine cuts boneless, fresh or chilled",78.0,95.0,95.0
482,7180,Aruba,2009,"Bovine carcasses and half carcasses, frozen",10926.0,10204.0,10204.0
483,7182,Aruba,2009,"Bovine cuts bone in, frozen",1417.0,30.0,30.0
484,7184,Aruba,2009,"Bovine cuts boneless, frozen",4151.0,625.0,625.0
485,7238,Aruba,2005,"Bovine carcasses and half carcasses, frozen",33507.0,16356.0,16356.0
486,7239,Australia,2018,"Bovine carcasses and half carcasses, fresh or chilled",1529841.29009755,375150.215127698,375150.215127698
487,7241,Australia,2018,"Bovine cuts bone in, fresh or chilled",67615131.4877221,15628545.08976,15628545.08976
488,7244,Australia,2018,"Bovine cuts boneless, fresh or chilled",2454251467.20139,324259550.422656,324259550.422656
489,7246,Australia,2018,"Bovine carcasses and half carcasses, frozen",3745246.75973735,1106164.7218359,1106164.7218359
490,7248,Australia,2018,"Bovine cuts bone in, frozen",295350228.214033,56552761.7354957,56552761.7354957
491,7251,Australia,2018,"Bovine cuts boneless, frozen",3645453986.72443,742631753.893501,742631753.893501
492,7281,Australia,2018,"Bovine edible offal, fresh or chilled",89693859.0245369,23504314.4782122,23504314.4782122
493,7282,Australia,2018,"Bovine tongues, frozen",65523197.3564708,20040119.93004,20040119.93004
494,7283,Australia,2018,"Bovine livers, frozen",22102089.0771318,27757725.6855659,27757725.6855659
495,7285,Australia,2018,"Bovine edible offal, frozen except livers and tongues",356540759.223684,164469675.58013,164469675.58013
496,7316,Australia,2018,"Bovine meat salted, dried or smoked",344820.06695437,18320.3782635557,18320.3782635557
497,7320,Australia,2017,"Bovine carcasses and half carcasses, fresh or chilled",1404059.21303811,348009.02,348009.02
498,7322,Australia,2017,"Bovine cuts bone in, fresh or chilled",64026068.1609949,6649321.16,6649321.16
499,7325,Australia,2017,"Bovine cuts boneless, fresh or chilled",2202029104.22364,269651969.71,269651969.71
500,7327,Australia,2017,"Bovine carcasses and half carcasses, frozen",1723685.54701926,490131.7,490131.7
501,7329,Australia,2017,"Bovine cuts bone in, frozen",252422475.420102,78261277.38,78261277.38
502,7332,Australia,2017,"Bovine cuts boneless, frozen",3195959200.38044,695562654.099247,695562654.099247
503,7366,Australia,2017,"Bovine edible offal, fresh or chilled",80791428.8746064,7707877.05,7707877.05
504,7367,Australia,2017,"Bovine tongues, frozen",75295191.7483565,18500692.03,18500692.03
505,7368,Australia,2017,"Bovine livers, frozen",19221365.2770298,22561661.89,22561661.89
506,7370,Australia,2017,"Bovine edible offal, frozen except livers and tongues",317301865.337314,102412652.54,102412652.54
